date,tipo,venta,compra
1/14/2015,Informal,13.6000,13.4000
1/14/2015,Bolsa,12.9000,12.9000
1/15/2015,Casas de cambio,8.6000,8.5700
1/15/2015,Informal,13.6200,13.5700
1/15/2015,Bolsa,12.6400,12.6400
1/21/2015,Casas de cambio,8.6200,8.5700
1/21/2015,Informal,13.6000,13.4000
1/21/2015,Bolsa,12.3900,12.3900
1/26/2015,Casas de cambio,8.6200,8.5700
1/26/2015,Informal,13.6500,13.4000
1/26/2015,Bolsa,12.4600,12.4600
